song name,genre,artist name,artist country
Gabriel - Live Garage Mix,,Roy Davis Jr.,US
Kickstarts,Dance,Example,GB
Ooh La La,Pop,Goldfrapp,
Huarache Lights,"Electronic,Alternative",Hot Chip,GB
The Girls,Dance,Calvin Harris,GB
White Noise,,Disclosure,GB
Drop The Pressure,"Dance,Pop",Mylo,GB
Get Ready,,Congo Natty,GB
Coma Cat,"House,Dance",Tensnake,DE
Groovejet,,Spiller,
End Credits,,Chase & Status,GB
In For The Kill - Skream's Let's Get Ravey Remix,Pop,La Roux,GB
Genesis,Electronic,Justice,DE
Benediction,Dance,Hot Natured,
Superstylin',"Dance,Pop",Groove Armada,GB
Brown Paper Bag,,Roni Size,GB
Gypsy Woman (She's Homeless) - Radio Edit,Pop,Crystal Waters,US
Make Luv - Live,Electronic,Room 5,BE
Bonkers,"Dance,Pop,Hip Hop/Rap",Dizzee Rascal,GB
"Harder, Better, Faster, Stronger",Dance,Daft Punk,FR
Strings Of Life,"Techno,Electronic",Derrick May,US
"I Feel Love - 12"" Version",Pop,Donna Summer,US
Red Alert (Jaxx Radio Mix),"Dance,Electronic",Basement Jaxx,GB
Inner City Life - Radio Edit,Electronic,Goldie,GB
Sing It Back - Boris Dlugosch Mix,"Electronic,Pop",Moloko,GB
Katy on a Mission,Pop,Katy B,
Blind Faith,"Electronic,Alternative",Chase & Status,GB
Bingo Bango,"Music,Electronic",Basement Jaxx,GB
Holiday,Hip Hop/Rap,Dizzee Rascal,GB
Latch,,Disclosure,GB
Get Shaky,,Ian Carey Project,
If Everybody Looked the Same,"Pop,Dance",Groove Armada,GB
What You Want,"House,Music,Electronic",Blinkie,
Love Language,"Music,Electronic",Crooked Colours,
Baby It's You - Kölsch Version,Music,London Grammar,GB
Greatest Love - Edit,,Dj Streaks,
Lately,Pop,Chasing Abbey,
Sunburn - Reimagined,Music,DROELOE,
Cash Machine (Remix) [feat. Dillon Francis & grandson],Music,Oliver Tree,
I'm Lost,,Elohim,FR
Hotel Room (feat. Conan Mac) - Sunset Edit,,TOOMANYLEFTHANDS,
Control - Blinkie Remix,,Zoe Wees,
Indian Summer,,EDX,CH
Burning,Music,Gorgon City,
The Silence,Music,Ellipso,
Breezeblocks - Tinlicker Remix,,alt-J,GB
Milavain (African Skies) [with TRESOR & Sam Feldt],Music,JeeCee,
Parachute,Music,Paul Kalkbrenner,DE
Paradise,,DJ Shaan,
The Prince,Pop,Madeon,FR
Cicada,Dance,Talla 2XLC,
What You Do,Music,Blinkie,
Synthesizer (feat. Nathan Ball) - Edit,Music,Faithless,GB
Never Be the Same,,Martina Budde,
All I Need,Music,KRANE,
First Grade - Super Duper Remix,Music,Max Leone,
Bring It Back,Music,Black Saint,
Del Del - Robbie Rivera Radio Edit,Music,Tohi,
Growing Apart,,kryptogram,
Mvinline,House,Boys Noize,DE
Lean,Music,Aviella,
Newrave2020,Music,Erotic Cafe',
Music Is The Answer,,J090,
You (à la),,SACHI,
Sinner - Mathame Remix,,Monolink,
Misha,Music,ilo ilo,
It Goes Lyke,Electronic,Kilder,
Rush,Music,Hotel Garuda,
Colours,,Mat Zo,
Nights Like That (feat. Georgia Ku),Music,BUNT.,
Howling,Music,Dutchkid,
We All Move Together - Kevin Saunderson x Latroit Remix,,Inner City,
24 Hours - Sofia Kourtesis Remix,Music,Georgia,
Hemlock,Dance,La+ch,
When The World Stops Turning,Music,Chris Malinchak,US
Now Ya Know,Dance,J. Worra,
Thru Your Mind,Dance,Bassboy,
Lucky - LO'99 Remix,,PNAU,
Run,Music,Lane 8,
Lucky Mistake (Her 2.0),Bass,Vincent,
LOVING U,Dance,Chambray,DE
Ara,Dance,Effy,
Emergency,Music,Sofi Tukker,
WORD - Chris Lorenzo Remix,Jungle/Drum'n'bass,Walker & Royce,
Over (feat. Gabrielle Aplin) - Shift K3Y Remix,Music,End of the World,
Drown (feat. Au/Ra) - Alex Ross Remix,Music,Ekali,
Chains Chilled (with Project 46),,Kaskade,
Chance,,Codeko,
Paradise (ft. Saro),Music,Tinlicker,
Arizona,Music,Le Youth,US
The Same Way,,No Mana,
Take Me High,Music,Marten Hørger,
Blackmail,Electronic,Valentino Khan,
Crypto (feat. Bahamadia),,DJ Swisha,
Like,Music,Tinlicker,
Where Have You Been All My Life - Solomun Remix,Dance,Perry Farrell,
Still Around,,Justin Mylo,
Lyfe Lyne,Music,MOGUAI,
After All (feat. AmeliaCee) - MK Remix,,N:Fostell,
If You Were,Dance,Danny Howard,
In Your Eyes - Club Edit,,Nora En Pure,
Praise,Music,Black Caviar,
MNU,Dance,Lil Xxel,
New Life,,Loge21,
Tear It Up - Oliver Heldens Remix,,Solardo,
High Like This,,Adventure Club,
Tangerine,Music,Pickle,
For a Feeling (feat. RHODES),Dance,CamelPhat,
Love Song - Will Clarke Remix,,Duke Dumont,
My Boy - Huxley's 'Head in the Clouds' Remix,,R Plus,
Let's Get Busy,,Marshall Jefferson,GB
Apocalyptic,Electronic,3LAU,US
In The Mode (feat. FUEG),,Fresh Mode,
Gold (Diviners Remix),Dance,Silience,
If I’m With You (feat. Matt Elle),,Le Boeuf,
Revolution - Klanga Remix,,Nora Van Elken,
In My Head (Part I),,i_o,
Party Nice,"Modern Dancehall,Reggae",Vybz Kartel,JM
Style Shot,Reggae,Chronic Law,
Jump On The Beat (feat. Likkle Vybz & Squash) [Dons],,Vybz Kartel,
Ravin Time,,Chino,
Clear Your Mind,Reggae,Busy Signal,JM
Moon Walk,Reggae,Vybz Kartel,
That Mi Like Hear,,Govana,
Enemy Line,Reggae,Mavado,JM
Changa Climate,,Squash,
Ratingz,Reggae,IWaata,
UNDA DIRT (feat. Masicka & Tommy Lee),,Popcaan,
The Don & The Boss,Music,Busta Rhymes,
Skillful - Remix,,Squash,
Legacy,,Mavado,JM
Dash a Fire,Reggae,I Waata,
Real Friend,,Busy Signal,
Blessed - Remix,Music,Buju Banton,
Rich Life,,Xyclone,
Run Dancehall,,Vybz Kartel,
Obviously,,Dexta Daps,
Gal Policy (Remix) [feat. Tiwa Savage],Music,Kranium,
Don't Walk Away (feat. Koffee),,John Legend,
The Fresh Prince of Ja,Modern Dancehall,Tarrus Riley,JM
Mirror,,Ragz To Richez,
Here to Stay,Music,Popcaan,JM
Bandulu,,Squash,
World Government,Music,Vybz Kartel,JM
Different Rankin,,Squash,
Pretty Pon Snap,Music,Daddy1,
Covid 6ix Freestyle,Reggae,Chronic Law,
Friends Like These,Music,Popcaan,JM
King Nah Leave,Reggae,Rygin King,
Uptop Gaza,Hip Hop/Rap,Vybz Kartel,
Yeng Remix,,Intence,
Don't Rush,Reggae,Chronic Law,
One Call,Hip Hop/Rap,Xyclone,
High Props,,Alkaline,
British Airways,,Aidonia,JM
Pioneer,,Maestro Don,
Don't Rush,Music,Jahvillani,
Sociopath,,Vybz Kartel,JM
Easy Does It,Music,Likkle Addi,
Taboo,,KHXOS,
Something New,Reggae,D-Major,
Homage (Bounty Killer & Beenie Man Tribute),Music,Demarco,JM
Gaza Run The World,,Vybz Kartel,JM
Life,Music,Mavado,JM
Do Mi Own Ting,,Busy Signal,
Over Again,Music,Charly Black,
Convo 2,Modern Dancehall,Govana,
No Talk,,Boy Boy,
Chance,Music,Masicka,
We Rise,Modern Dancehall,romeich,
Progress,Reggae,Sizzla,JM
Public Figure,,Squash,
Convo,Modern Dancehall,Govana,
Problem,Music,Govana,
DM,"Music,Reggae",Aidonia,JM
Bamm Bamm,Reggae,Stylo G,GB
Jealousy Die Slow,"Music,Reggae",Popcaan,JM
Loyalty,,Squash,
I Spy,,Lila Iké,
Rise Up & Shine,,Cali P,
Underdog (feat. Chronixx & Protoje),Music,Alicia Keys,US
Rubberband,Music,Jahvillani,
Duppy Story,Reggae,Chronic Law,
Wild & Rich,,Quada,
Adiadking,Reggae,Vybz Kartel,JM
Artillery,Modern Dancehall,Mavado,JM
BaAD!,Music,Aidonia,JM
One Dream,"Music,Reggae",Versi,
Lif Up,Reggae,Chronic Law,
Bro Gad,Reggae,Daddy1,
Boombastic,Reggae,Shaggy,
Welcome To Jamrock,"Reggae,Hip Hop/Rap",Damian Marley,JM
Bumpy Ride,Pop,Mohombi,
Murder She Wrote,Reggae,Chaka Demus & Pliers,JM
Pass The Dutchie,"Tribute,Rock",Musical Youth,GB
Champion,Reggae,Buju Banton,JM
King Of The Dancehall,Reggae,Beenie Man,JM
Gyal You A Party Animal,"Reggae,Dance",Charly Black,JM
Hold You,,Gyptian,JM
LUV - Remix,"Music,R&B/Soul",Tory Lanez,CA
Get Busy,,Sean Paul,JM
Can't Hold Back,Reggae,Kiko Bun,
Respect Yuh Wife,,Cecile,JM
Dancehall Queen (feat. Chevelle Franklyn),,Beenie Man,JM
Punanny a Mi Best Friend,Modern Dancehall,Vybz Kartel,JM
Give It All To Me,,Mavado,JM
Hot Wuk,Reggae,Mr. Vegas,JM
Mr. Loverman (feat. Chevelle Franklin),,Shabba Ranks,
Murderer,Reggae,Gyptian,JM
Limb By Limb,Reggae,Cutty Ranks,JM
Ghetto Red Hot,"R&B/Soul,Reggae",Super Cat,JM
Tempted To Touch,"Reggae,R&B/Soul,World",Rupee,BB
Summer Time,Reggae,Vybz Kartel,JM
Set Up,Reggae,Busy Signal,JM
Murda,"Afro-Beat,Africa",Seyi Shay,
Mamacita,"Hip Hop/Rap,Reggae",Collie Buddz,BM
On The Rock,Reggae,Mavado,JM
No Games,Reggae,Serani,JM
Action,,Nadine Sutherland & Terror Fabulous,
Dutty Love,Reggae,Squeeze,
All Fruits Ripe,Reggae,Junior Reid,JM
Come Into My Room,,Mavado,JM
Dem Bow,Reggae,Shabba Ranks,JM
Sexy Gal,Reggae,Kreesha Turner,
Party Tun Up,"Music,Reggae",Mr. Vegas,JM
Tequila - Jax Jones & Martin Solveig Present Europa,,Jax Jones,
Pump It Up,"Music,Dance",Endor,
Suga (Billy da Kid Remix) [Radio Edit],Electronic,Whigfield,DK
Want You (Nicolas Haelg Remix),Electronic,Adon,
This Time (feat. Lil Eddie),,James Doman,
One Night (feat. Raphaella),,MK,
I Feel It,"House,Dance",Leftwing : Kody,
Go Somewhere,"Music,Pop",KREAM,
Post Malone (feat. RANI),Music,Sam Feldt,
Promises (with Sam Smith),,Calvin Harris,
Mistakes,Music,Jonas Blue,
I Could Get Used To This,Music,Becky Hill,
In The Night,Music,Joy Club,
Identical (feat. Yeah Boy),,Next Habit,
Not Ready For Love (feat. Maya B),Music,TCTS,
Baggage (with AlunaGeorge),Music,Gryffin,
Day N' Night,,VAVO,
Is It Real? (feat. Salena Mastroianni),House,Tobtok,
Lullaby,Dance,Tom Ferry,
The Power,Rock,Duke Dumont,
About You,Dance,Papa Zeus,
Must Be Love (feat. Celina Sharma),Music,Blinkie,
Yadaim Yafot,,Admor-Mz,
Shulhan,,Admor-Mz,
Eit Kipa Sheli,,Admor-Mz,
My Inyanim,,Admor-Mz,
Geza Moah,,Shanap DJ,
The Pgisha,,Shanap DJ,
Claiot,,Shanap DJ,
My Best Bella,,Shanap DJ,
First Landing,Music,CgSVolT4,
Sensei,Music,CgSVolT4,
Waiting,Music,CgSVolT4,
Down It,Music,CgSVolT4,
This is a Dream,Music,CgSVolT4,
Facts are Real,Music,CgSVolT4,
White Icon,Music,CgSVolT4,
One Choise,Music,CgSVolT4,
Race War,Music,CgSVolT4,
iJezi'elisha (Edit) (feat. Boohle),,Loxion Deep,
Bella Ciao,,Tyler ICU,
Jazzidisciples (Zlele),,Reece Madlisa,
Uthando,Music,Soa mattrix,
"Amanikiniki (feat. Major League Djz, Kamo Mphela & Bontle Smith)",,Mfr Souls,
Sgubu Sobugantsi,,Vusinator,
Jebson,Dance,Thebelebe,
Ke Star,Music,Focalistic,
Thunda Thighs,,Moonchild Sanelly,
Mawande,Instrumental,Wolcott,
Jabula,,Njelic,
We Find Love,,Tyler ICU,
Mama,,Boohle,
Mood Swings,Music,Ubuntu Brothers,
Ngithe Ngithi,Pop,Mkeyz,
RIGHT THANG (feat. Busiswa),Music,Shirazee,
Blue Monday,,Vigro Deep,
Nomalanga,,Jazzy Boy SA,
Ebumnandini,,De Mthuda,
Ama Kot Kot,,Gaba Cannal,
Ilog Drum,,Kabza De Small,
French Kiss,,DBN Gogo,
Make Love,Music,Next Level,
Masupa,,Kabza De Small,
Potential - Spet Error & Dj Cleo Remix,Music,DJ C-Live,
Gugu (Radio Edit) (feat. Swartspeare),Music,The Lowkeys,
Hello - Live,Music,Kabza De Small,
Blecke,Music,Focalistic,
Nia Lo,,Kabza De Small,
Menemene,,Kamo Mphela,
Khushukhushu - Edit,Music,DJ Big Sky,
Why Ngikufela,,Kabza De Small,
Lalela (feat. Msheke),,Lil' Mo,
Too Late,,Da Muziqal Chef,
Tester (feat. King Monada),Dance,Daliwonga,
Phumelela (feat. Mawhoo & Myztro),,DJ Maphorisa,
Ashibona,,Absolute Lux_Mr427,
By My Side - Nhlonipho's Yano Mix,,Dj Nastor,
Esiswe Madoda,Music,Mono T,
Buyile,,Kabza De Small,
Luthando,,Vico da sporo,
Nobody (Amapiano),,DJ Neptune,
I Need You,,Mr JazziQ,
SBWL (feat. Kamo Mphela),Music,Busiswa,
Punisher,Music,Kamo Mphela,
Umuntu Wakho,,Voicevolt,
Sponono,,Kabza De Small,
Inhliziyo,,Jazzy Boy SA,
Drip Drip Juluka,,Bob Mabena,
Ke Busy,,Focalistic,
Addicted,Music,Niniola,
Indaba Ka Bani,,Kabza De Small,
Izintombi (feat. Skandi Soul),,Mfr Souls,
Dreams,Music,Mono T,
Monday to Sunday,Music,Manqonqo,
Blesser - Remix,,Mucky Brian,
Wawela,,De Mthuda,
Bambelela (feat. DJ Maphorisa & Kabza De Small),,Mas Musiq,
"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)",Music,Mfr Souls,
Aba'ngan Bami,Music,Babalwa M,
Askies,,Mr JazziQ,
Amanzi,Music,Major League Djz,
Mayonice,Music,DBN Gogo,
Umshiso,,Major League Djz,
Moya (feat. Aymos),Dance,Daliwonga,
Yebo Malume - Remix,,Alfa Kat,
Pierre Issa,,Blaklez,
Emakhaya,,Evolution Musiq,
Kabo Yellow,,De Mthuda,
Ama'Gold Digger - QueXdeep Remix,,DJ General Slam,
ATMOSPHERE,,BosPianii,
Kokota (feat. Leo B) - Radio Edit,,Kiddyondebeat,
Men's Needs,Alternative,The Cribs,
Rebellion (Lies),"Indie Rock,Prog-Rock/Art Rock,Indie Pop,Pop,Alternative",Arcade Fire,CA
Lisztomania,"Alternative,Rock",Phoenix,
My Number,Alternative,Foals,GB
Crystalised,Alternative,The xx,GB
Jerk It Out,"Pop,Rock",Caesars,SE
My Favourite Game,"Pop,Alternative",The Cardigans,SE
Heads Will Roll,"Indie Rock,New Wave,Punk,Adult Alternative,Indie Pop,Electronic,Dance,Alternative",Yeah Yeah Yeahs,US
Moving to New York,"Alternative,Pop",The Wombats,US
Sticks 'N' Stones,Pop,Jamie T,GB
About Your Dress,Pop,The Maccabees,GB
I Can Talk,Alternative,Two Door Cinema Club,GB
Left Hand Free,"Indie Rock,Alternative",alt-J,GB
The Mother We Share,"Electronic,Alternative,New Wave",CHVRCHES,GB
The Photos on My Wall,"Rock,Alternative",Good Shoes,GB
Don't Look Back into the Sun,Alternative,The Libertines,GB
Mr. Brightside,"Indie Rock,Adult Alternative,Alternative,Rock",The Killers,US
Bloodshake,Alternative,Peace,GB
I Bet You Look Good On The Dancefloor,"Indie Rock,Punk,Adult Alternative,Rock & Roll,Alternative,Rock",Arctic Monkeys,GB
Juicebox,Rock,The Strokes,US
Little Lion Man,"Americana,Bluegrass,Alternative Folk,Folk-Rock",Mumford & Sons,
Teddy Picker,"Indie Rock,Punk,Alternative",Arctic Monkeys,GB
One Night In October,Alternative,Little Comets,GB
House Party At Boothy's,Rock,Little Man Tate,GB
Ruby,"Indie Rock,Pop/Rock,Rock",Kaiser Chiefs,GB
Hate To Say I Told You So,"Alternative,Rock,Punk",The Hives,SE
1901,"Alternative,Rock",Phoenix,
Radar Detector,"Indie Rock,Alternative",Darwin Deez,US
Dakota,Rock,Stereophonics,
Default,"Alternative,Electronic",Django Django,GB
Banquet,"Electronic,Alternative,Rock,Indie Rock",Bloc Party,GB
Sweet Disposition,"Rock,Alternative",The Temper Trap,AU
Town Called Malice,Rock,The Jam,
When The Sun Goes Down,"Alternative,Rock,Indie Pop",Arctic Monkeys,GB
"Annie, Let's Not Wait","Pop,Alternative",Guillemots,GB
Last Nite,"Indie Rock,Rock & Roll,Alternative,Rock",The Strokes,US
Romantic Type,Alternative,The Pigeon Detectives,GB
Farewell To The Fairground,"Rock,Alternative,Music",White Lies,
Can't Stand Me Now,Alternative,The Libertines,GB
Sheila,"Alternative Rap,Music,Hip Hop/Rap",Jamie T,GB
Flux,"Pop,Alternative,Rock",Bloc Party,GB
Pelican,Alternative,The Maccabees,GB
Seven Nation Army,"Alternative,Rock,Rock & Roll",The White Stripes,US
Kathleen,"Indie Rock,Punk,Rock & Roll,Alternative,Rock",Catfish and the Bottlemen,GB
Mountain at My Gates,"Indie Rock,Alternative",Foals,GB
Hard to Beat,"Pop,Alternative",Hard-FI,GB
Take Her Back,Alternative,The Pigeon Detectives,GB
All My Friends - Edit,Pop,LCD Soundsystem,US
Precious Time,Pop,The Maccabees,GB
Amylase,Alternative,Cajun Dance Party,GB
Hounds of Love,,The Futureheads,GB
Don't Look Back In Anger,,Oasis,GB
She's Attracted To,Rock,Young Knives,GB
The Bucket,"Pop,Rock",Kings of Leon,US
Two Fingers,Alternative,Jake Bugg,GB
Heavyweight Champion of the World,Alternative,Reverend And The Makers,GB
"MY KZ, UR BF",Alternative,Everything Everything,GB
Live Forever,Rock,Oasis,GB
Waterfall - Remastered,"Rock,Alternative",The Stone Roses,GB
